'대여일자','대여소번호','대여소','대여건수','반납건수'
'201801','1217',' 송파파인타운 7단지',69,51
'201801','1220',' 잠실본동주민센터뒤 잠실근린공원',182,175
'201801','1222',' 잠실새내역 5번 출구 뒤',259,318
'201801','1224',' 아시아지하보도 2번 출구',132,145
'201801','1229',' 송파체육문화회관 앞',29,27
'201801','209',' 유진투자증권빌딩 앞',270,270
'201801','1232',' 롯데마트 주차장 옆',115,95
'201801','1233',' 잠실3거리(갤러리아팰리스)',94,68
'201801','1235',' 잠실트리지움310동 옆',97,133
'201801','174',' 명지대학교 학생회관',44,24
'201801','176',' 명지대학교 도서관',226,247
'201801','1313',' 정릉현대힐스테이트 1차 후문',63,56
'201801','1401',' 극동늘푸른아파트',89,103
'201801','1314',' 정릉꿈에그린1단지 201동 앞',33,35
'201801','210',' IFC몰',361,407
'201801','1315',' 고려사대부속중고 정문',35,20
'201801','1402',' 금란주차장 앞',55,78
'201801','1316',' 고려사대부속중고 건너편 ',50,45
'201801','1318',' 길음역 3번출구 뒤',146,161
'201801','1319',' 종암사거리 분수대',156,119
'201801','1322',' 래미안라센트아파트 103동 앞',183,161
'201801','1403',' 중화빌딩 앞 (동부시장)',188,158
'201801','1323',' 월곡역 입구 육교 밑',126,138
'201801','1405',' 망우역 1번출구',135,161
'201801','1406',' 망우청소년수련관',13,9
'201801','211',' 여의도역 4번출구 옆',579,554
'201801','1408',' 먹골역 6번출구 앞',79,112
'201801','1325',' 상월곡역 4번출구',44,46
'201801','1326',' 상월곡역 1번출구',86,62
'201801','1410',' 면목 대원칸타빌아파트',28,18
'201801','1327',' 상월곡역 3번출구',158,131
'201801','1412',' 면목초등학교',55,59
'201801','1413',' 봉화산역 5번출구 뒤',57,80
'201801','1332',' 석계역 5번출구 건너편',64,82
'201801','1333',' 석관초등학교 앞',73,84
'201801','212',' 여의도역 1번출구 옆',360,268
'201801','1334',' 석관동주민센터 앞',50,21
'201801','1418',' 새솔초등학교',20,16
'201801','1441',' 신내능말공원',70,64
'201801','1420',' 신내어울공원 앞',64,56
'201801','1421',' 신내역 4번출구',39,40
'201801','1422',' 신내우디안아파트 1단지',31,14
'201801','1424',' 양원역 2번출구',22,12
'201801','1425',' 용마문화복지센터',47,33
'201801','213',' KT앞',350,308
'201801','1426',' 면목도시개발아파트 1동 앞',73,35
'201801','1434',' 홈플러스 면목동점',27,49
'201801','1435',' 능산삼거리',19,17
'201801','1436',' 영풍마드레빌',53,64
'201801','1437',' 늘푸른공원 앞',61,74
'201801','1438',' 홈플러스 신내점 앞',172,148
'201801','1320',' 종암 농협지점 앞',127,157
'201801','1404',' 동일로 지하차도',119,125
'201801','104',' 합정역 1번출구 앞',340,257
'201801','214',' 금융감독원 앞',232,130
'201801','1601',' 석계역 문화광장 내 자전거 보관소',178,210
'201801','1603',' 롯데캐슬 102동 코너(월계주유소건너)',45,52
'201801','1606',' 태릉입구역 3번출구 ',97,110
'201801','1610',' 화랑대역 2번출구 앞',162,178
'201801','1611',' 과기대 입구(우)',77,107
'201801','1616',' 하계2동 공항버스정류장 옆',177,164
'201801','1617',' 하계동 중평어린이공원 앞',45,56
'201801','1623',' 노원 구민회관',207,219
'201801','1634',' 당고개공원 대여소',67,41
'201801','1635','4동 주민센터 대여소',36,22
'201801','218',' 증권거래소 앞',232,202
'201801','1636',' 백병원 사거리 농협은행 앞',190,193
'201801','1637',' KT 노원점 건물 앞',323,322
'201801','1639',' 희성오피앙',29,42
'201801','1702',' 녹천역 1번출구 앞',43,52
'201801','1705',' 도봉구청 정문앞',65,73
'201801','1707',' 도봉구민회관',53,52
'201801','1709',' 쌍문역4번출구 주변',110,81
'201801','1712',' 창동역공영주차장앞',81,77
'201801','1804',' 독산역 2번출구 자전거주차장',167,159
'201801','219',' 롯데캐슬엠파이어 옆',215,205
'201801','1805',' 서울디지털운동장 앞',57,60
'201801','1806',' 에이스하이엔드타워9차 앞',38,50
'201801','1808',' 에이스하이엔드타워8차 앞',259,270
'201801','1809',' LG전자 별관동(호서대 벤처타워 맞은편)',145,150
'201801','1812',' 갑을그레이트밸리 앞',125,163
'201801','1814',' 두산위브아파트 옆 상가건물 앞',109,111
'201801','1816',' 금천폭포공원 앞',25,18
'201801','1820',' 신한은행 시흥대로금융센터지점',20,26
'201801','1821',' 홈플러스 시흥점 맞은편 다비치안경 앞',36,35
'201801','220',' 미성아파트 A동 앞',225,198
'201801','1822',' 서울 시흥동우체국 앞',30,44
'201801','1823',' 상신정비공업 앞',50,33
'201801','1824',' 독산근린공원 입구',94,94
'201801','1825',' 한신아파트 앞 육교 아래',19,17
'201801','1826',' 한신코아 앞',44,60
'201801','1828',' 한양수자인아파트 앞',48,22
'201801','1829',' 홈플러스 금천점 앞',78,82
'201801','1830',' 빅마켓 금천점 앞',92,101
'201801','1831',' 메이퀸웨딩컨벤션 앞',70,56
'201801','1833',' 독산역 1번출구 앞 자전거보관소',111,131
'201801','215',' 여의도고교 앞',82,82
'201801','1834',' 월드메르디앙 벤처센터 2차',94,183
'201801','1835',' STX V타워',61,42
'201801','1819',' 금천구청 앞 자전거거치대',54,35
'201801','1503',' 이디야 커피 수유역점 앞',206,193
'201801','1504',' 다이소 삼양시장점',77,48
'201801','1506',' 강북문화예술회관',117,106
'201801','1514',' 강북구청 사거리 버스정류소 앞',133,95
'201801','1525',' 미아동 복합청사',50,44
'201801','1515',' 송천동 주민센터',74,63
'201801','216',' 삼부아파트1동 앞',393,442
'201801','1520',' 성실교회',55,68
'201801','1519',' 세븐일레븐 수유장미원점 앞',61,44
'201801','1516',' 우이초등학교 후문 옆',19,12
'201801','1518',' SK telecom(수유직영점) 앞',36,43
'201801','1321',' 국민은행 종암동지점 앞',240,250
'201801','1703',' 도봉산광역환승센터앞 ',23,9
'201801','1708',' 보건소사거리(다비치안경창동점)',92,82
'201801','217',' NH농협은행 앞',380,436
'201801','1827',' 독산보도육교 앞 자전거 보관소',121,119
'201801','1836',' 금천구립 독산도서관',18,22
'201801','1901',' 신도림동주민센터 앞',79,78
'201801','1904',' 도림천역 1번 출구 앞',153,133
'201801','1906',' 신도림역 1번 출구 앞',451,448
'201801','1907',' 구일우성(아) 육교 밑',79,76
'201801','1908',' 해원리바파크 육교 밑',236,220
'201801','1910',' 낙원교회 맞은편',14,14
'201801','1911',' 구로디지털단지역 앞',428,432
'201801','1912',' 한신휴아파트 앞',85,94
'201801','221',' 여의도초교 앞',383,422
'201801','1913',' 구로리공원',73,61
'201801','1916',' 구로중학교앞',33,34
'201801','1920',' 서울미래초등학교 사거리',91,64
'201801','1924',' 삼부르네상스파크빌',58,42
'201801','1928',' 고척스카이돔구장 광장',100,82
'201801','1929',' 고척근린공원 고척도서관 앞',55,50
'201801','1930',' 개봉지구대 개봉치안센터',47,36
'201801','1933',' 개봉푸르지오아파트 상가',63,80
'201801','1937',' 한진아파트 입구',43,38
'201801','222',' 시범아파트버스정류장 옆',475,565
'201801','1940',' 예성 라온팰리스 앞',57,56
'201801','2002',' 노들역 1번출구',150,161
'201801','2007',' 유한양행앞',170,115
'201801','2008',' 노량진근린공원 대방공원',66,64
'201801','2013',' 장승배기역 5번출구',417,256
'201801','2016',' 신대방삼거리역 3번출구쪽',136,136
'201801','223',' 진주아파트상가 앞',358,367
'201801','2020',' 장승배기역2번출구뒷편쪽',84,56
'201801','2024',' 상도역 1번출구',133,122
'201801','2025',' 흑석역 1번출구',154,156
'201801','2027',' 중앙대학교 정문',92,67
'201801','2036',' 정금마을 마을버스정류장',18,44
'201801','2037',' 동작역 5번출구 동작주차공원',20,35
'201801','2038',' 동작역 7번출구',31,20
'201801','2040',' 비계 버스정류소',31,21
'201801','2050',' 노량진역 5번출구',433,633
'201801','105',' 합정역 5번출구 앞',207,164
'201801','224',' 롯데캐슬 앞',400,406
'201801','2054',' 삼익아파트',82,59
'201801','2057',' 상도 아이파크 아파트',64,39
'201801','2102',' 봉림교 교통섬',520,517
'201801','2103',' 신림동 우방아파트',293,337
'201801','2105',' 미성동 신림체육센터',73,70
'201801','2106',' 난곡 새마을금고',122,153
'201801','2127',' 보성운수차고지 맞은편',60,38
'201801','2135',' 신림역 5번출구',184,126
'201801','2144',' 난우길입구',32,53
'201801','225',' 앙카라공원 앞',234,157
'201801','2153',' 서울남부초등학교 옆',68,93
'201801','2157',' 난곡 사거리',127,148
'201801','2104',' 사당역 5번출구',46,59
'201801','2107',' 도림천 신화교',236,229
'201801','2108',' 은천치안센터',156,160
'201801','2112',' 서울대입구역 마에스트로',109,93
'201801','2116',' 에이스에이존빌딩',96,90
'201801','2122',' 낙성대로 입구',172,178
'201801','226',' 샛강역 1번출구 앞',311,261
'201801','2128',' 관악구청교차로',103,87
'201801','2129',' 낙성대 과학전시관',149,66
'201801','2130',' 영어마을 관악캠프',54,30
'201801','2137',' KT&G 관악지점',54,54
'201801','2140',' 신림1교 교차로',155,159
'201801','2145',' 은천초등학교 육교',108,100
'201801','2009',' 보라매역 8번출구',130,151
'201801','2012',' 녹십초요양병원앞',81,100
'201801','2015',' 신대방삼거리역 6번출구쪽',223,256
'201801','2033',' 사당동 아르테스 웨딩앞',57,51
'201801','207',' 여의나루역 1번출구 앞',707,622
'201801','2041',' 사당중학교 버스정류소',32,28
'201801','2048',' 삼일초등학교 인근',136,49
'201801','2056',' 동작구민 체육센터',211,171
'201801','1608',' 공릉역 1번 출구 앞',188,229
'201801','1619',' 중계동 하나프라자빌딩 앞(중1-1)',129,111
'201801','1203',' 밀리아나2빌딩 앞',155,167
'201801','1207',' 마천CU우방점 앞',40,63
'201801','1211',' 방이삼거리',306,335
'201801','1214',' 오금역 7번 출구 인근',184,122
'201801','2201',' 본마을 정류소 앞',24,28
'201801','2202','청계산입구역 1번출구',341,407
'201801','2205',' 내곡3단지 어린이공원 앞',224,188
'201801','2206',' 언남초등학교 앞',215,194
'201801','2210',' 반포1동 주민센터 앞',36,32
'201801','2212','서초현대4차아파트 201동 맞은편',107,101
'201801','2213',' 고속터미널역 5번출구 앞',107,121
'201801','2214',' 신반포역 2번출구 앞',82,75
'201801','2217','아크로리버뷰 부지 앞',74,68
'201801','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",326,329
'201801','2220',' 반포본동 주민센터 앞',207,183
'201801','2221','하나은행 방배동지점 앞',88,85
'201801','2222','사당역 12번출구 뒤',155,203
'201801','2223',' 방배래미안 정문 앞',46,23
'201801','2225','백석예술대학교 제3캠퍼스 앞',35,17
'201801','2226',' 신동아럭스빌아파트 앞',31,10
'201801','2227','방배열린문화센터 앞',103,126
'201801','2228','뒷벌공원 옆',223,272
'201801','2229','로고스교회 맞은 편',26,30
'201801','401',' 상암월드컵파크 10단지 앞',155,181
'201801','2230','이수역 4번 출구',201,185
'201801','2231',' 삼성타운(삼성생명) A동 맞은편',242,222
'201801','2233',' 서초신동아1차아파트 옆',66,68
'201801','2235','KT 서초지사 앞',47,35
'201801','2237','서울남부터미널 대합실 입구',133,95
'201801','2239','교대역 6번출구',106,143
'201801','2241','양재전화국 사거리',115,92
'201801','2242','양재역 11번 출구 앞',331,131
'201801','2243','서울가정법원',130,95
'201801','2244','교육개발원입구 교차로',202,243
'201801','402',' 상암월드컵파크 9단지 앞',195,190
'201801','2245','양재초등학교 맞은편',42,55
'201801','2247','섬들근린공원',164,160
'201801','2255','시민의숲역 1번출구 옆',332,490
'201801','2256','양재동 꽃시장 입구',31,36
'201801','2257',' 하나로클럽 양재점 맞은편',24,10
'201801','2258','구룡사 삼거리',83,67
'201801','2262',' 한신16차아파트 119동 앞',129,165
'201801','2301',' 현대고등학교 건너편',147,184
'201801','2343',' 세곡사거리 대왕파출소 앞',7,5
'201801','2344',' 리엔파크 2단지 앞',27,37
'201801','403',' 부엉이공원 앞',146,58
'201801','2259',' 잠원역 3번-4번 출구사이 ',108,110
'201801','2251',' 더케이호텔 입구(양재2) ',46,76
'201801','2337',' 대모산입구역 2번출구 앞',102,101
'201801','2309',' 청담역(우리들병원 앞)',70,45
'201801','2317',' 삼성도로공원',79,71
'201801','2311',' 학동로 래미안 아파트 앞',40,9
'201801','2302',' 교보타워 버스정류장(신논현역 3번출구 후면)',170,156
'201801','2303',' 논현역 7번출구',13,19
'201801','2304',' 신영 ROYAL PALACE 앞',53,37
'201801','2305',' MCM 본사 직영점 앞',53,102
'201801','2306',' 압구정역 2번 출구 옆',311,273
'201801','2308',' 압구정파출소 앞',199,197
'201801','2310',' 청담동 맥도날드 옆(위치)',56,78
'201801','2312',' 청담역 13번 출구 앞',85,64
'201801','2313',' 금원빌딩 앞',108,147
'201801','2348',' 포스코사거리(기업은행)',111,113
'201801','2314',' 청담나들목입구',68,56
'201801','2315',' 봉은사역 5번출구 옆',116,92
'201801','106',' 합정역 7번출구 앞',332,298
'201801','405',' DMC빌 앞',218,236
'201801','2316',' 삼성역 8번출구',125,130
'201801','2318',' 삼성중앙역4번출구(문화센터더 리빌)',64,70
'201801','2319',' 포스코4거리 서측(수협 삼성동 지점)',103,119
'201801','2320',' 도곡역 대치지구대 방향',106,127
'201801','2321',' 학여울역 사거리',125,116
'201801','2322',' 삼성역 3번 출구',111,91
'201801','2323',' 주식회사 오뚜기 정문 앞',55,24
'201801','2324',' 천주교 대치 2동 교회 옆',108,116
'201801','2325',' 대치동 버거킹대치점',139,142
'201801','2326',' 대치동 삼성로',99,58
'201801','406',' 상암월드컵파크 7단지 앞',117,95
'201801','2327',' 뱅뱅사거리 랜드마크타워 앞',194,326
'201801','2328',' 르네상스 호텔 사거리 역삼지하보도 7번출구 앞',64,54
'201801','2329',' 르네상스호텔사거리 역삼지하보도 2번출구',88,63
'201801','2330',' 스타벅스 앞',93,83
'201801','2331',' 동영문화센터앞',84,68
'201801','2332',' 선릉역3번출구',116,126
'201801','2333',' 양재역 3번출구 주변',246,123
